06/10/2010,08:00:00,106,348746
06/10/2010,08:00:00,105,331580
06/10/2010,08:00:00,105.5,352352
06/10/2010,08:00:00,106.5,347253
06/10/2010,08:00:00,105,330164
06/10/2010,08:00:01,106.5,332688
06/10/2010,08:00:01,107,343413
06/10/2010,08:00:02,107,337008
06/10/2010,08:00:02,107,346299
06/10/2010,08:00:02,105,342927
06/10/2010,08:00:05,107,354739
06/10/2010,08:00:07,105.5,335504
06/10/2010,08:00:08,104.5,340119
06/10/2010,08:00:08,104,345891
06/10/2010,08:00:09,104,348046
06/10/2010,08:00:09,105.5,345083
06/10/2010,08:00:11,104,342093
06/10/2010,08:00:15,104,337672
06/10/2010,08:00:15,104.5,347555
06/10/2010,08:00:15,103.5,330590
06/10/2010,08:00:20,103.5,345191
06/10/2010,08:00:24,103,351866
06/10/2010,08:00:26,102.5,339983
06/10/2010,08:00:26,102,344369
06/10/2010,08:00:26,102,354881
06/10/2010,08:00:28,101.5,334565
06/10/2010,08:00:28,102,349551
06/10/2010,08:00:31,103,351263
06/10/2010,08:00:35,102,339130
06/10/2010,08:00:36,103,344365
06/10/2010,08:00:36,103,337975
06/10/2010,08:00:38,103.5,353616
06/10/2010,08:00:41,104,353410
06/10/2010,08:00:41,104.5,352358
06/10/2010,08:00:42,104,354476
06/10/2010,08:00:42,103.5,341272
06/10/2010,08:00:42,103.5,340686
06/10/2010,08:00:42,103,342137
06/10/2010,08:00:45,103,335771
06/10/2010,08:00:46,103,341574
06/10/2010,08:00:50,102.5,331430
06/10/2010,08:00:54,102,334797
06/10/2010,08:00:56,102,331081
06/10/2010,08:00:56,101.5,344366
06/10/2010,08:00:57,102.5,343610
06/10/2010,08:00:58,102.5,338932
06/10/2010,08:01:03,102,352123
06/10/2010,08:01:03,102,351993
06/10/2010,08:01:03,101.5,332694
06/10/2010,08:01:04,101.5,350636
06/10/2010,08:01:04,101.5,348116
06/10/2010,08:01:05,101.5,354297
06/10/2010,08:01:05,101.5,341651
06/10/2010,08:01:05,101,353502
06/10/2010,08:01:11,102,330778
06/10/2010,08:01:11,101,353623
06/10/2010,08:01:13,101.5,350950
06/10/2010,08:01:13,101.5,343623
06/10/2010,08:01:20,102,349331
06/10/2010,08:01:21,101.5,339813
06/10/2010,08:01:26,101.5,353559
06/10/2010,08:01:26,102,354595
06/10/2010,08:01:29,101.5,340490
06/10/2010,08:01:32,101.5,340213
06/10/2010,08:01:32,102,354948
06/10/2010,08:01:32,102.5,332508
06/10/2010,08:01:35,102.5,353475
06/10/2010,08:01:35,102.5,344665
06/10/2010,08:01:36,102,348084
06/10/2010,08:01:37,102,335960
06/10/2010,08:01:37,102,350005
06/10/2010,08:01:39,102.5,330514
06/10/2010,08:01:40,102.5,338437
06/10/2010,08:01:50,102.5,336042
06/10/2010,08:01:51,102,354299
06/10/2010,08:01:51,101.5,337603
06/10/2010,08:01:56,102.5,343976
06/10/2010,08:01:57,103,341349
06/10/2010,08:01:57,103,353076
06/10/2010,08:01:57,103,343277
06/10/2010,08:01:57,103,345170
06/10/2010,08:01:57,102.5,347975
06/10/2010,08:01:59,103,345553
06/10/2010,08:02:00,102.5,337377
06/10/2010,08:02:00,103.5,334986
06/10/2010,08:02:01,103.5,339512
06/10/2010,08:02:01,103.5,343450
06/10/2010,08:02:04,104,347250
06/10/2010,08:02:06,104.5,343894
06/10/2010,08:02:06,104,337055
06/10/2010,08:02:06,104,345986
06/10/2010,08:02:09,104,337738
06/10/2010,08:02:11,104,339862
06/10/2010,08:02:11,104.5,349199
06/10/2010,08:02:12,104,339879
06/10/2010,08:02:19,104.5,336184
06/10/2010,08:02:20,105,353361
06/10/2010,08:02:20,105,347035
06/10/2010,08:02:21,105,349349
06/10/2010,08:02:22,105,332433
06/10/2010,08:02:24,105,352357
06/10/2010,08:02:26,105,339158
06/10/2010,08:02:28,105,336113
06/10/2010,08:02:28,105,353830
06/10/2010,08:02:37,104.5,342319
06/10/2010,08:02:38,105,346663
06/10/2010,08:02:38,105.5,349392
06/10/2010,08:02:39,105,340216
06/10/2010,08:02:39,105,341217
06/10/2010,08:02:44,105.5,353142
06/10/2010,08:02:45,105.5,350903
06/10/2010,08:02:46,105.5,343936
06/10/2010,08:02:50,106,354521
06/10/2010,08:02:50,106,354689
06/10/2010,08:02:58,106,339864
06/10/2010,08:02:59,106,354834
06/10/2010,08:03:01,106,350196
06/10/2010,08:03:03,106,334898
06/10/2010,08:03:05,106,352996
06/10/2010,08:03:05,105.5,350253
06/10/2010,08:03:06,105.5,333713
06/10/2010,08:03:06,105.5,339863
06/10/2010,08:03:10,106,339516
06/10/2010,08:03:13,106,345038
06/10/2010,08:03:17,106,348041
06/10/2010,08:03:18,107,353179
06/10/2010,08:03:18,107,336144
06/10/2010,08:03:20,107,341531
06/10/2010,08:03:26,107.5,348649
06/10/2010,08:03:26,107.5,345936
06/10/2010,08:03:26,107.5,342098
06/10/2010,08:03:27,107.5,354578
06/10/2010,08:03:27,107.5,353504
06/10/2010,08:03:28,107.5,351732
06/10/2010,08:03:30,107.5,344097
06/10/2010,08:03:38,107.5,336520
06/10/2010,08:03:39,107.5,343076
06/10/2010,08:03:39,107.5,341658
06/10/2010,08:03:44,107.5,341359
06/10/2010,08:03:44,107.5,352203
06/10/2010,08:03:44,107.5,335333
06/10/2010,08:03:44,107.5,349309
06/10/2010,08:03:44,107,345605
06/10/2010,08:03:48,107,353970
06/10/2010,08:03:49,107,335745
06/10/2010,08:03:50,107,345778
06/10/2010,08:03:50,106.5,331050
06/10/2010,08:03:50,107,331664
06/10/2010,08:03:50,107,337281
06/10/2010,08:03:51,107,339659
06/10/2010,08:03:51,107,334416
06/10/2010,08:03:54,107,337631
06/10/2010,08:03:54,107.5,345408
06/10/2010,08:03:54,107.5,352046
06/10/2010,08:03:55,107,354922
06/10/2010,08:03:56,106.5,336712
06/10/2010,08:03:56,107,353095
06/10/2010,08:03:56,107,341533
06/10/2010,08:04:00,107,354284
06/10/2010,08:04:03,106.5,331252
06/10/2010,08:04:04,106.5,340812
06/10/2010,08:04:04,106.5,354213
06/10/2010,08:04:04,106,331722
06/10/2010,08:04:09,106,336096
06/10/2010,08:04:09,105.5,351527
06/10/2010,08:04:09,106.5,348680
06/10/2010,08:04:10,106,348955
06/10/2010,08:04:11,105.5,353586
06/10/2010,08:04:13,105,340708
06/10/2010,08:04:14,104.5,346028
06/10/2010,08:04:33,105,330202
06/10/2010,08:04:44,105.5,348566
06/10/2010,08:04:44,105.5,351325
06/10/2010,08:04:45,105,354851
06/10/2010,08:04:48,105.5,337181
06/10/2010,08:04:56,105.5,348379
06/10/2010,08:04:56,106,338846
06/10/2010,08:04:57,106,346242
06/10/2010,08:04:58,106.5,344112
06/10/2010,08:04:59,107,342871
06/10/2010,08:05:11,106,346241
06/10/2010,08:05:43,105,353795
06/10/2010,08:05:51,104.5,337712
06/10/2010,08:06:04,104,334384
06/10/2010,08:06:04,104,353977
06/10/2010,08:06:12,104.5,348604
06/10/2010,08:06:43,102,342202
06/10/2010,08:06:43,102,337762
06/10/2010,08:06:51,102,330023
06/10/2010,08:06:51,102,339262
06/10/2010,08:06:51,102,344298
06/10/2010,08:06:54,102.5,330349
06/10/2010,08:06:59,103.5,354850
06/10/2010,08:07:11,103,346864
06/10/2010,08:07:11,103,343221
06/10/2010,08:07:20,102.5,351990
06/10/2010,08:07:20,101.5,346424
06/10/2010,08:07:22,102,330003
06/10/2010,08:07:37,102.5,350689
06/10/2010,08:07:37,102,330025
06/10/2010,08:07:37,101,335214
06/10/2010,08:07:37,101,334773
06/10/2010,08:07:39,101.5,340920
06/10/2010,08:07:39,101.5,354303
06/10/2010,08:07:39,102,339191
06/10/2010,08:07:39,102,344768
06/10/2010,08:07:39,102.5,350634
06/10/2010,08:07:39,103,352164
06/10/2010,08:07:39,102,338822
06/10/2010,08:07:39,101,331080
06/10/2010,08:07:44,101.5,354049
06/10/2010,08:07:44,101,338452
06/10/2010,08:07:44,101,352076
06/10/2010,08:07:44,101,352306
06/10/2010,08:07:44,101,337883
06/10/2010,08:07:44,101,340512
06/10/2010,08:07:44,101,334421
06/10/2010,08:07:44,101,354537
06/10/2010,08:07:44,101,351357
06/10/2010,08:07:45,101,348187
06/10/2010,08:07:45,101,353828
06/10/2010,08:07:45,101,346367
06/10/2010,08:07:45,101,331187
06/10/2010,08:07:45,101,338821
06/10/2010,08:07:46,101,340763
06/10/2010,08:07:46,101,348891
06/10/2010,08:07:52,100.5,351595
06/10/2010,08:07:53,100,352258
06/10/2010,08:07:53,100,338196
06/10/2010,08:07:53,100,345701
06/10/2010,08:07:53,100,349297
06/10/2010,08:07:53,100,340841
06/10/2010,08:07:53,100,351597
06/10/2010,08:07:53,100,332893
06/10/2010,08:07:53,100,348513
06/10/2010,08:07:53,100,344415
06/10/2010,08:07:53,100,348933
06/10/2010,08:07:53,100,344060
06/10/2010,08:07:53,100,335961
06/10/2010,08:07:53,100,340322
06/10/2010,08:07:53,100,335672
06/10/2010,08:07:53,100,350295
06/10/2010,08:07:53,100,335860
06/10/2010,08:07:53,100,343408
06/10/2010,08:07:53,100,354786
06/10/2010,08:07:53,100,335191
06/10/2010,08:07:53,100,334929
06/10/2010,08:07:53,100,331014
06/10/2010,08:07:56,99,336740
06/10/2010,08:07:56,98.5,344844
06/10/2010,08:08:02,98.5,332387
06/10/2010,08:08:03,98,342987
06/10/2010,08:08:04,98.5,349506
06/10/2010,08:08:05,98.5,337846
06/10/2010,08:08:10,99,339952
06/10/2010,08:08:11,98.5,331667
06/10/2010,08:08:16,98,348551
06/10/2010,08:08:16,98,335291
06/10/2010,08:08:38,99,331844
06/10/2010,08:09:19,99.5,336901
06/10/2010,08:09:38,99.5,351844
06/10/2010,08:09:42,98.5,345775
06/10/2010,08:09:42,99,344781
06/10/2010,08:09:47,99.5,336032
06/10/2010,08:09:53,100,339853
06/10/2010,08:09:53,100,340388
06/10/2010,08:09:53,100,352981
06/10/2010,08:09:53,100,343902
06/10/2010,08:09:56,99.5,330548
06/10/2010,08:10:02,99.5,352727
06/10/2010,08:10:02,99,343163
06/10/2010,08:10:06,100.5,337857
06/10/2010,08:10:08,100,354399
06/10/2010,08:10:09,100.5,353884
06/10/2010,08:10:09,100,339547
06/10/2010,08:10:09,100,332739
06/10/2010,08:10:09,99.5,354371
06/10/2010,08:10:13,100.5,352452
06/10/2010,08:10:13,100,353851
06/10/2010,08:10:13,100,330892
06/10/2010,08:10:19,100.5,335935
06/10/2010,08:10:42,100.5,344526
06/10/2010,08:11:01,100,335292
06/10/2010,08:11:01,100,347162
06/10/2010,08:11:14,100.5,342060
06/10/2010,08:11:18,100.5,338700
06/10/2010,08:11:18,100.5,345592
06/10/2010,08:11:18,100.5,333889
06/10/2010,08:11:25,101,353214
06/10/2010,08:11:25,101,331068
